モンスタID,モンスタ名,使用スキル名,スキルレベル
3601,エミュール=プラメール(転生二次職)(オーラ)(取巻き),npc_changetelekinesis,?
3601,エミュール=プラメール(転生二次職)(オーラ)(取巻き),npc_criticalslash,?
3601,エミュール=プラメール(転生二次職)(オーラ)(取巻き),npc_fireattack,?
3601,エミュール=プラメール(転生二次職)(オーラ)(取巻き),npc_selfdestruction,?
3601,エミュール=プラメール(転生二次職)(オーラ)(取巻き),npc_stunattack,?
3602,セリア=アルデ(転生二次職)(オーラ)(取巻き),al_teleport,?
3602,セリア=アルデ(転生二次職)(オーラ)(取巻き),mg_coldbolt,?
3602,セリア=アルデ(転生二次職)(オーラ)(取巻き),mg_fireball,?
3602,セリア=アルデ(転生二次職)(オーラ)(取巻き),mg_firebolt,?
3602,セリア=アルデ(転生二次職)(オーラ)(取巻き),mg_firewall,?
3602,セリア=アルデ(転生二次職)(オーラ)(取巻き),mg_frostdiver,?
3602,セリア=アルデ(転生二次職)(オーラ)(取巻き),mg_lightningbolt,?
3602,セリア=アルデ(転生二次職)(オーラ)(取巻き),mg_safetywall,?
3602,セリア=アルデ(転生二次職)(オーラ)(取巻き),mg_sight,?
3602,セリア=アルデ(転生二次職)(オーラ)(取巻き),mg_thunderstorm,?
3602,セリア=アルデ(転生二次職)(オーラ)(取巻き),npc_attrichange,?
3602,セリア=アルデ(転生二次職)(オーラ)(取巻き),npc_changeholy,?
3602,セリア=アルデ(転生二次職)(オーラ)(取巻き),npc_changetelekinesis,?
3602,セリア=アルデ(転生二次職)(オーラ)(取巻き),npc_mentalbreaker,?
3602,セリア=アルデ(転生二次職)(オーラ)(取巻き),npc_selfdestruction,?
3602,セリア=アルデ(転生二次職)(オーラ)(取巻き),sa_dispell,?
3602,セリア=アルデ(転生二次職)(オーラ)(取巻き),sa_landprotector,?
3602,セリア=アルデ(転生二次職)(オーラ)(取巻き),wz_earthspike,?
3602,セリア=アルデ(転生二次職)(オーラ)(取巻き),wz_heavendrive,?
3603,チェン=リウ(転生二次職)(オーラ)(取巻き),al_decagi,?
3603,チェン=リウ(転生二次職)(オーラ)(取巻き),al_heal,?
3603,チェン=リウ(転生二次職)(オーラ)(取巻き),al_incagi,?
3603,チェン=リウ(転生二次職)(オーラ)(取巻き),al_pneuma,?
3603,チェン=リウ(転生二次職)(オーラ)(取巻き),al_teleport,?
3603,チェン=リウ(転生二次職)(オーラ)(取巻き),mg_sight,?
3603,チェン=リウ(転生二次職)(オーラ)(取巻き),mo_bodyrelocation,?
3603,チェン=リウ(転生二次職)(オーラ)(取巻き),mo_extremityfist,?
3603,チェン=リウ(転生二次職)(オーラ)(取巻き),npc_agiup,?
3603,チェン=リウ(転生二次職)(オーラ)(取巻き),npc_changeholy,?
3603,チェン=リウ(転生二次職)(オーラ)(取巻き),npc_changetelekinesis,?
3603,チェン=リウ(転生二次職)(オーラ)(取巻き),npc_changewater,?
3603,チェン=リウ(転生二次職)(オーラ)(取巻き),npc_criticalslash,?
3603,チェン=リウ(転生二次職)(オーラ)(取巻き),npc_holyattack,?
3603,チェン=リウ(転生二次職)(オーラ)(取巻き),npc_powerup,?
3603,チェン=リウ(転生二次職)(オーラ)(取巻き),npc_selfdestruction,?
3603,チェン=リウ(転生二次職)(オーラ)(取巻き),npc_stunattack,?
3604,ガーティー=ウー(転生二次職)(オーラ)(取巻き),al_teleport,?
3604,ガーティー=ウー(転生二次職)(オーラ)(取巻き),as_cloaking,?
3604,ガーティー=ウー(転生二次職)(オーラ)(取巻き),npc_agiup,?
3604,ガーティー=ウー(転生二次職)(オーラ)(取巻き),npc_changeholy,?
3604,ガーティー=ウー(転生二次職)(オーラ)(取巻き),npc_changetelekinesis,?
3604,ガーティー=ウー(転生二次職)(オーラ)(取巻き),npc_changewind,?
3604,ガーティー=ウー(転生二次職)(オーラ)(取巻き),npc_criticalslash,?
3604,ガーティー=ウー(転生二次職)(オーラ)(取巻き),npc_poison,?
3604,ガーティー=ウー(転生二次職)(オーラ)(取巻き),npc_poisonattack,?
3604,ガーティー=ウー(転生二次職)(オーラ)(取巻き),npc_selfdestruction,?
3604,ガーティー=ウー(転生二次職)(オーラ)(取巻き),npc_stunattack,?
3604,ガーティー=ウー(転生二次職)(オーラ)(取巻き),rg_closeconfine,?
3604,ガーティー=ウー(転生二次職)(オーラ)(取巻き),rg_intimidate,?
3604,ガーティー=ウー(転生二次職)(オーラ)(取巻き),rg_striparmor,?
3604,ガーティー=ウー(転生二次職)(オーラ)(取巻き),rg_striphelm,?
3604,ガーティー=ウー(転生二次職)(オーラ)(取巻き),rg_stripshield,?
3604,ガーティー=ウー(転生二次職)(オーラ)(取巻き),rg_stripweapon,?
3604,ガーティー=ウー(転生二次職)(オーラ)(取巻き),st_fullstrip,?
3604,ガーティー=ウー(転生二次職)(オーラ)(取巻き),tf_poison,?
3605,アルフォシオ=バジル(転生二次職)(オーラ)(取巻き),ac_chargearrow,?
3605,アルフォシオ=バジル(転生二次職)(オーラ)(取巻き),ac_double,?
3605,アルフォシオ=バジル(転生二次職)(オーラ)(取巻き),ac_shower,?
3605,アルフォシオ=バジル(転生二次職)(オーラ)(取巻き),al_teleport,?
3605,アルフォシオ=バジル(転生二次職)(オーラ)(取巻き),ba_dissonance,?
3605,アルフォシオ=バジル(転生二次職)(オーラ)(取巻き),npc_changeholy,?
3605,アルフォシオ=バジル(転生二次職)(オーラ)(取巻き),npc_changetelekinesis,?
3605,アルフォシオ=バジル(転生二次職)(オーラ)(取巻き),npc_changewater,?
3605,アルフォシオ=バジル(転生二次職)(オーラ)(取巻き),npc_criticalslash,?
3605,アルフォシオ=バジル(転生二次職)(オーラ)(取巻き),npc_powerup,?
3605,アルフォシオ=バジル(転生二次職)(オーラ)(取巻き),npc_pulsestrike,?
3605,アルフォシオ=バジル(転生二次職)(オーラ)(取巻き),npc_selfdestruction,?
3605,アルフォシオ=バジル(転生二次職)(オーラ)(取巻き),npc_slowcast,?
3605,アルフォシオ=バジル(転生二次職)(オーラ)(取巻き),npc_stunattack,?
3605,アルフォシオ=バジル(転生二次職)(オーラ)(取巻き),npc_windattack,?
3606,トレンティーニ(転生二次職)(オーラ)(取巻き),ac_chargearrow,?
3606,トレンティーニ(転生二次職)(オーラ)(取巻き),ac_double,?
3606,トレンティーニ(転生二次職)(オーラ)(取巻き),ac_shower,?
3606,トレンティーニ(転生二次職)(オーラ)(取巻き),al_teleport,?
3606,トレンティーニ(転生二次職)(オーラ)(取巻き),dc_uglydance,?
3606,トレンティーニ(転生二次職)(オーラ)(取巻き),npc_agiup,?
3606,トレンティーニ(転生二次職)(オーラ)(取巻き),npc_changeholy,?
3606,トレンティーニ(転生二次職)(オーラ)(取巻き),npc_changetelekinesis,?
3606,トレンティーニ(転生二次職)(オーラ)(取巻き),npc_changewater,?
3606,トレンティーニ(転生二次職)(オーラ)(取巻き),npc_criticalslash,?
3606,トレンティーニ(転生二次職)(オーラ)(取巻き),npc_pulsestrike,?
3606,トレンティーニ(転生二次職)(オーラ)(取巻き),npc_selfdestruction,?
3606,トレンティーニ(転生二次職)(オーラ)(取巻き),npc_slowcast,?
3606,トレンティーニ(転生二次職)(オーラ)(取巻き),npc_stunattack,?
3606,トレンティーニ(転生二次職)(オーラ)(取巻き),npc_windattack,?
3607,セイレン=ウィンザー(三次職)(オーラ)(取巻き),al_teleport,?
3607,セイレン=ウィンザー(三次職)(オーラ)(取巻き),kn_brandishspear,?
3607,セイレン=ウィンザー(三次職)(オーラ)(取巻き),kn_spearboomerang,?
3607,セイレン=ウィンザー(三次職)(オーラ)(取巻き),npc_criticalslash,?
3607,セイレン=ウィンザー(三次職)(オーラ)(取巻き),npc_fireattack,?
3607,セイレン=ウィンザー(三次職)(オーラ)(取巻き),npc_powerup,?
3607,セイレン=ウィンザー(三次職)(オーラ)(取巻き),npc_stoneskin,?
3607,セイレン=ウィンザー(三次職)(オーラ)(取巻き),npc_stunattack,?
3607,セイレン=ウィンザー(三次職)(オーラ)(取巻き),npc_widebleeding,?
3607,セイレン=ウィンザー(三次職)(オーラ)(取巻き),rk_dragonbreath,?
3607,セイレン=ウィンザー(三次職)(オーラ)(取巻き),sm_bash,?
3607,セイレン=ウィンザー(三次職)(オーラ)(取巻き),sm_magnum,?
3608,エレメス=ガイル(三次職)(オーラ)(取巻き),al_teleport,?
3608,エレメス=ガイル(三次職)(オーラ)(取巻き),as_cloaking,?
3608,エレメス=ガイル(三次職)(オーラ)(取巻き),as_grimtooth,?
3608,エレメス=ガイル(三次職)(オーラ)(取巻き),as_sonicblow,?
3608,エレメス=ガイル(三次職)(オーラ)(取巻き),as_venomdust,?
3608,エレメス=ガイル(三次職)(オーラ)(取巻き),asc_meteorassault,?
3608,エレメス=ガイル(三次職)(オーラ)(取巻き),gc_venomimpress,?
3608,エレメス=ガイル(三次職)(オーラ)(取巻き),npc_agiup,?
3608,エレメス=ガイル(三次職)(オーラ)(取巻き),npc_criticalslash,?
3608,エレメス=ガイル(三次職)(オーラ)(取巻き),npc_guidedattack,?
3608,エレメス=ガイル(三次職)(オーラ)(取巻き),npc_poisonattack,?
3608,エレメス=ガイル(三次職)(オーラ)(取巻き),npc_venomfog,?
3608,エレメス=ガイル(三次職)(オーラ)(取巻き),npc_wideconfuse,?
3608,エレメス=ガイル(三次職)(オーラ)(取巻き),tf_throwstone,?
3609,ハワード=アルトアイゼン(三次職)(オーラ)(取巻き),al_teleport,?
3609,ハワード=アルトアイゼン(三次職)(オーラ)(取巻き),bs_adrenaline,?
3609,ハワード=アルトアイゼン(三次職)(オーラ)(取巻き),bs_hammerfall,?
3609,ハワード=アルトアイゼン(三次職)(オーラ)(取巻き),bs_maximize,?
3609,ハワード=アルトアイゼン(三次職)(オーラ)(取巻き),itm_tomahawk,?
3609,ハワード=アルトアイゼン(三次職)(オーラ)(取巻き),mc_mammonite,?
3609,ハワード=アルトアイゼン(三次職)(オーラ)(取巻き),nc_magma_eruption_dotdamage,?
3609,ハワード=アルトアイゼン(三次職)(オーラ)(取巻き),npc_criticalslash,?
3609,ハワード=アルトアイゼン(三次職)(オーラ)(取巻き),npc_powerup,?
3609,ハワード=アルトアイゼン(三次職)(オーラ)(取巻き),npc_pulsestrike,?
3609,ハワード=アルトアイゼン(三次職)(オーラ)(取巻き),npc_splashattack,?
3609,ハワード=アルトアイゼン(三次職)(オーラ)(取巻き),npc_waterattack,?
3609,ハワード=アルトアイゼン(三次職)(オーラ)(取巻き),npc_widestun,?
3610,マーガレッタ=ソリン(三次職)(オーラ)(取巻き),ab_highnessheal,?
3610,マーガレッタ=ソリン(三次職)(オーラ)(取巻き),al_decagi,?
3610,マーガレッタ=ソリン(三次職)(オーラ)(取巻き),al_holylight,?
3610,マーガレッタ=ソリン(三次職)(オーラ)(取巻き),al_incagi,?
3610,マーガレッタ=ソリン(三次職)(オーラ)(取巻き),al_pneuma,?
3610,マーガレッタ=ソリン(三次職)(オーラ)(取巻き),al_teleport,?
3610,マーガレッタ=ソリン(三次職)(オーラ)(取巻き),hp_assumptio,?
3610,マーガレッタ=ソリン(三次職)(オーラ)(取巻き),mg_safetywall,?
3610,マーガレッタ=ソリン(三次職)(オーラ)(取巻き),mg_sight,?
3610,マーガレッタ=ソリン(三次職)(オーラ)(取巻き),npc_criticalslash,?
3610,マーガレッタ=ソリン(三次職)(オーラ)(取巻き),npc_holyattack,?
3610,マーガレッタ=ソリン(三次職)(オーラ)(取巻き),npc_powerup,?
3610,マーガレッタ=ソリン(三次職)(オーラ)(取巻き),npc_widesilence,?
3610,マーガレッタ=ソリン(三次職)(オーラ)(取巻き),pr_lexaeterna,?
3610,マーガレッタ=ソリン(三次職)(オーラ)(取巻き),pr_lexdivina,?
3611,セシル=ディモン(三次職)(オーラ)(取巻き),ac_chargearrow,?
3611,セシル=ディモン(三次職)(オーラ)(取巻き),ac_double,?
3611,セシル=ディモン(三次職)(オーラ)(取巻き),ac_shower,?
3611,セシル=ディモン(三次職)(オーラ)(取巻き),al_teleport,?
3611,セシル=ディモン(三次職)(オーラ)(取巻き),ht_anklesnare,?
3611,セシル=ディモン(三次職)(オーラ)(取巻き),ht_freezingtrap,?
3611,セシル=ディモン(三次職)(オーラ)(取巻き),ht_landmine,?
3611,セシル=ディモン(三次職)(オーラ)(取巻き),ht_skidtrap,?
3611,セシル=ディモン(三次職)(オーラ)(取巻き),npc_agiup,?
3611,セシル=ディモン(三次職)(オーラ)(取巻き),npc_criticalslash,?
3611,セシル=ディモン(三次職)(オーラ)(取巻き),npc_powerup,?
3611,セシル=ディモン(三次職)(オーラ)(取巻き),npc_widecurse,?
3611,セシル=ディモン(三次職)(オーラ)(取巻き),npc_windattack,?
3611,セシル=ディモン(三次職)(オーラ)(取巻き),ra_arrowstorm,?
3612,カトリーヌ=ケイロン(三次職)(オーラ)(取巻き),al_teleport,?
3612,カトリーヌ=ケイロン(三次職)(オーラ)(取巻き),hw_ganbantein,?
3612,カトリーヌ=ケイロン(三次職)(オーラ)(取巻き),hw_napalmvulcan,?
3612,カトリーヌ=ケイロン(三次職)(オーラ)(取巻き),mg_frostdiver,?
3612,カトリーヌ=ケイロン(三次職)(オーラ)(取巻き),mg_sight,?
3612,カトリーヌ=ケイロン(三次職)(オーラ)(取巻き),npc_antimagic,?
3612,カトリーヌ=ケイロン(三次職)(オーラ)(取巻き),npc_criticalslash,?
3612,カトリーヌ=ケイロン(三次職)(オーラ)(取巻き),npc_powerup,?
3612,カトリーヌ=ケイロン(三次職)(オーラ)(取巻き),npc_widefreeze,?
3612,カトリーヌ=ケイロン(三次職)(オーラ)(取巻き),wl_tetravortex_wind,?
3612,カトリーヌ=ケイロン(三次職)(オーラ)(取巻き),wz_frostnova,?
3612,カトリーヌ=ケイロン(三次職)(オーラ)(取巻き),wz_jupitel,?
3612,カトリーヌ=ケイロン(三次職)(オーラ)(取巻き),wz_meteor,?
3612,カトリーヌ=ケイロン(三次職)(オーラ)(取巻き),wz_stormgust,?
3612,カトリーヌ=ケイロン(三次職)(オーラ)(取巻き),wz_vermilion,?
3612,カトリーヌ=ケイロン(三次職)(オーラ)(取巻き),wz_waterball,?
3613,ランデル=ロレンス(三次職)(オーラ)(取巻き),al_teleport,?
3613,ランデル=ロレンス(三次職)(オーラ)(取巻き),cr_autoguard,?
3613,ランデル=ロレンス(三次職)(オーラ)(取巻き),cr_grandcross,?
3613,ランデル=ロレンス(三次職)(オーラ)(取巻き),cr_shieldboomerang,?
3613,ランデル=ロレンス(三次職)(オーラ)(取巻き),cr_shieldcharge,?
3613,ランデル=ロレンス(三次職)(オーラ)(取巻き),lg_rayofgenesis,?
3613,ランデル=ロレンス(三次職)(オーラ)(取巻き),npc_criticalwound,?
3613,ランデル=ロレンス(三次職)(オーラ)(取巻き),npc_defender,?
3613,ランデル=ロレンス(三次職)(オーラ)(取巻き),npc_holyattack,?
3613,ランデル=ロレンス(三次職)(オーラ)(取巻き),npc_stoneskin,?
3613,ランデル=ロレンス(三次職)(オーラ)(取巻き),npc_stunattack,?
3613,ランデル=ロレンス(三次職)(オーラ)(取巻き),npc_widebleeding,?
3613,ランデル=ロレンス(三次職)(オーラ)(取巻き),pa_pressure,?
3613,ランデル=ロレンス(三次職)(オーラ)(取巻き),sm_bash,?
3614,エミュール=プラメール(三次職)(オーラ)(取巻き),al_teleport,?
3614,エミュール=プラメール(三次職)(オーラ)(取巻き),am_acidterror,?
3614,エミュール=プラメール(三次職)(オーラ)(取巻き),am_demonstration,?
3614,エミュール=プラメール(三次職)(オーラ)(取巻き),am_potionpitcher,?
3614,エミュール=プラメール(三次職)(オーラ)(取巻き),cr_aciddemonstration,?
3614,エミュール=プラメール(三次職)(オーラ)(取巻き),gn_mandragora,?
3614,エミュール=プラメール(三次職)(オーラ)(取巻き),mc_mammonite,?
3614,エミュール=プラメール(三次職)(オーラ)(取巻き),npc_agiup,?
3614,エミュール=プラメール(三次職)(オーラ)(取巻き),npc_criticalwound,?
3614,エミュール=プラメール(三次職)(オーラ)(取巻き),npc_fireattack,?
3614,エミュール=プラメール(三次職)(オーラ)(取巻き),npc_hallucination,?
3614,エミュール=プラメール(三次職)(オーラ)(取巻き),npc_powerup,?
3614,エミュール=プラメール(三次職)(オーラ)(取巻き),npc_widesleep,?
3614,エミュール=プラメール(三次職)(オーラ)(取巻き),npc_widestun,?
3615,セリア=アルデ(三次職)(オーラ)(取巻き),al_teleport,?
3615,セリア=アルデ(三次職)(オーラ)(取巻き),mg_fireball,?
3615,セリア=アルデ(三次職)(オーラ)(取巻き),mg_frostdiver,?
3615,セリア=アルデ(三次職)(オーラ)(取巻き),mg_sight,?
3615,セリア=アルデ(三次職)(オーラ)(取巻き),mg_thunderstorm,?
3615,セリア=アルデ(三次職)(オーラ)(取巻き),npc_antimagic,?
3615,セリア=アルデ(三次職)(オーラ)(取巻き),npc_criticalwound,?
3615,セリア=アルデ(三次職)(オーラ)(取巻き),npc_powerup,?
3615,セリア=アルデ(三次職)(オーラ)(取巻き),npc_widesouldrain,?
3615,セリア=アルデ(三次職)(オーラ)(取巻き),npc_widestone,?
3615,セリア=アルデ(三次職)(オーラ)(取巻き),npc_wideweb,?
3615,セリア=アルデ(三次職)(オーラ)(取巻き),sa_dispell,?
3615,セリア=アルデ(三次職)(オーラ)(取巻き),sa_landprotector,?
3615,セリア=アルデ(三次職)(オーラ)(取巻き),so_psychic_wave,?
3615,セリア=アルデ(三次職)(オーラ)(取巻き),wz_earthspike,?
3615,セリア=アルデ(三次職)(オーラ)(取巻き),wz_heavendrive,?
3616,チェン=リウ(三次職)(オーラ)(取巻き),al_decagi,?
3616,チェン=リウ(三次職)(オーラ)(取巻き),al_holylight,?
3616,チェン=リウ(三次職)(オーラ)(取巻き),al_teleport,?
3616,チェン=リウ(三次職)(オーラ)(取巻き),mg_sight,?
3616,チェン=リウ(三次職)(オーラ)(取巻き),mo_balkyoung,?
3616,チェン=リウ(三次職)(オーラ)(取巻き),mo_bodyrelocation,?
3616,チェン=リウ(三次職)(オーラ)(取巻き),npc_agiup,?
3616,チェン=リウ(三次職)(オーラ)(取巻き),npc_changeundead,?
3616,チェン=リウ(三次職)(オーラ)(取巻き),npc_criticalwound,?
3616,チェン=リウ(三次職)(オーラ)(取巻き),npc_holyattack,?
3616,チェン=リウ(三次職)(オーラ)(取巻き),npc_powerup,?
3616,チェン=リウ(三次職)(オーラ)(取巻き),npc_widebleeding,?
3616,チェン=リウ(三次職)(オーラ)(取巻き),npc_widestun,?
3616,チェン=リウ(三次職)(オーラ)(取巻き),sr_cursedcircle,?
3617,ガーティー=ウー(三次職)(オーラ)(取巻き),ac_double,?
3617,ガーティー=ウー(三次職)(オーラ)(取巻き),al_teleport,?
3617,ガーティー=ウー(三次職)(オーラ)(取巻き),as_cloaking,?
3617,ガーティー=ウー(三次職)(オーラ)(取巻き),npc_agiup,?
3617,ガーティー=ウー(三次職)(オーラ)(取巻き),npc_criticalwound,?
3617,ガーティー=ウー(三次職)(オーラ)(取巻き),npc_invisible,?
3617,ガーティー=ウー(三次職)(オーラ)(取巻き),npc_poisonattack,?
3617,ガーティー=ウー(三次職)(オーラ)(取巻き),npc_venomfog,?
3617,ガーティー=ウー(三次職)(オーラ)(取巻き),npc_wideconfuse,?
3617,ガーティー=ウー(三次職)(オーラ)(取巻き),npc_widestun,?
3617,ガーティー=ウー(三次職)(オーラ)(取巻き),sc_fatalmenace,?
3617,ガーティー=ウー(三次職)(オーラ)(取巻き),st_fullstrip,?
3617,ガーティー=ウー(三次職)(オーラ)(取巻き),tf_backsliding,?
3617,ガーティー=ウー(三次職)(オーラ)(取巻き),tf_throwstone,?
3618,アルフォシオ=バジル(三次職)(オーラ)(取巻き),ac_chargearrow,?
3618,アルフォシオ=バジル(三次職)(オーラ)(取巻き),ac_double,?
3618,アルフォシオ=バジル(三次職)(オーラ)(取巻き),ac_shower,?
3618,アルフォシオ=バジル(三次職)(オーラ)(取巻き),al_teleport,?
3618,アルフォシオ=バジル(三次職)(オーラ)(取巻き),ba_dissonance,?
3618,アルフォシオ=バジル(三次職)(オーラ)(取巻き),npc_criticalwound,?
3618,アルフォシオ=バジル(三次職)(オーラ)(取巻き),npc_powerup,?
3618,アルフォシオ=バジル(三次職)(オーラ)(取巻き),npc_pulsestrike,?
3618,アルフォシオ=バジル(三次職)(オーラ)(取巻き),npc_slowcast,?
3618,アルフォシオ=バジル(三次職)(オーラ)(取巻き),npc_widefreeze,?
3618,アルフォシオ=バジル(三次職)(オーラ)(取巻き),npc_windattack,?
3618,アルフォシオ=バジル(三次職)(オーラ)(取巻き),wm_reverberation_melee,?
3619,トレンティーニ(三次職)(オーラ)(取巻き),ac_double,?
3619,トレンティーニ(三次職)(オーラ)(取巻き),ac_shower,?
3619,トレンティーニ(三次職)(オーラ)(取巻き),al_teleport,?
3619,トレンティーニ(三次職)(オーラ)(取巻き),dc_uglydance,?
3619,トレンティーニ(三次職)(オーラ)(取巻き),npc_criticalwound,?
3619,トレンティーニ(三次職)(オーラ)(取巻き),npc_dancingblade,?
3619,トレンティーニ(三次職)(オーラ)(取巻き),npc_powerup,?
3619,トレンティーニ(三次職)(オーラ)(取巻き),npc_pulsestrike,?
3619,トレンティーニ(三次職)(オーラ)(取巻き),npc_slowcast,?
3619,トレンティーニ(三次職)(オーラ)(取巻き),npc_widestun,?
3619,トレンティーニ(三次職)(オーラ)(取巻き),npc_windattack,?
3619,トレンティーニ(三次職)(オーラ)(取巻き),wm_reverberation_melee,?
3621,CUTIE,bs_adrenaline,?
3621,CUTIE,bs_hammerfall,?
3621,CUTIE,itm_tomahawk,?
3621,CUTIE,npc_criticalwound,?
3621,CUTIE,npc_darknessbreath,?
3621,CUTIE,npc_earthquake,?
3621,CUTIE,npc_helljudgement,?
3621,CUTIE,npc_powerup,?
3621,CUTIE,npc_run,?
3621,CUTIE,npc_widebleeding,?
3621,CUTIE,npc_wideconfuse,?
3621,CUTIE,sm_endure,?
3622,ハートハンター警備兵,mg_coldbolt,?
3622,ハートハンター警備兵,mg_firebolt,?
3622,ハートハンター警備兵,mg_lightningbolt,?
3622,ハートハンター警備兵,npc_darkbreath,?
3622,ハートハンター警備兵,npc_darknessattack,?
3622,ハートハンター警備兵,sa_dispell,?
3626,ハートハンターBC,ac_double,?
3627,ハートハンターFW,npc_blindattack,?
3627,ハートハンターFW,npc_criticalslash,?
3631,ヒューマノイドキメラ,ab_highnessheal,?
3631,ヒューマノイドキメラ,al_teleport,?
3631,ヒューマノイドキメラ,npc_criticalslash,?
3631,ヒューマノイドキメラ,npc_defender,?
3631,ヒューマノイドキメラ,so_psychic_wave,?
3631,ヒューマノイドキメラ,sr_cursedcircle,?
3632,マッターキメラ,al_teleport,?
3632,マッターキメラ,am_acidterror,?
3632,マッターキメラ,as_cloaking,?
3632,マッターキメラ,mg_coldbolt,?
3632,マッターキメラ,mg_firebolt,?
3632,マッターキメラ,mg_lightningbolt,?
3632,マッターキメラ,npc_criticalwound,?
3632,マッターキメラ,npc_invisible,?
3632,マッターキメラ,npc_poisonattack,?
3632,マッターキメラ,npc_venomfog,?
3632,マッターキメラ,npc_wideconfuse,?
3632,マッターキメラ,npc_widesleep,?
3632,マッターキメラ,so_cloud_kill,?
3632,マッターキメラ,st_fullstrip,?
3632,マッターキメラ,wz_earthspike,?
3633,ヴェノムキメラ,al_teleport,?
3633,ヴェノムキメラ,am_acidterror,?
3633,ヴェノムキメラ,cr_autoguard,?
3633,ヴェノムキメラ,npc_acidbreath,?
3633,ヴェノムキメラ,npc_allheal,?
3633,ヴェノムキメラ,npc_armorbrake,?
3633,ヴェノムキメラ,npc_callslave,?
3633,ヴェノムキメラ,npc_shieldbrake,?
3633,ヴェノムキメラ,npc_splashattack,?
3633,ヴェノムキメラ,npc_summonslave,?
3633,ヴェノムキメラ,npc_venomfog,?
3633,ヴェノムキメラ,npc_weaponbraker,?
3633,ヴェノムキメラ,rk_phantomthrust,?
3633,ヴェノムキメラ,sr_cursedcircle,?
3633,ヴェノムキメラ,wz_quagmire,?
3736,ラウンドライダー,cr_autoguard,?
3736,ラウンドライダー,npc_comboattack,?
3736,ラウンドライダー,npc_piercingatt,?
3737,サイドライダー,cr_autoguard,?
3737,サイドライダー,npc_comboattack,?
3737,サイドライダー,npc_piercingatt,?
3738,ブレードライダー,al_incagi,?
3738,ブレードライダー,al_teleport,?
3738,ブレードライダー,as_sonicblow,?
3738,ブレードライダー,itm_tomahawk,?
3738,ブレードライダー,kn_twohandquicken,?
3738,ブレードライダー,npc_bleeding,?
3738,ブレードライダー,npc_criticalslash,?
3738,ブレードライダー,npc_windattack,?
3739,コヨーテ,asc_meteorassault,?
3739,コヨーテ,npc_comboattack,?
3739,コヨーテ,npc_poisonattack,?
3739,コヨーテ,sm_provoke,?
3739,コヨーテ,tf_throwstone,?
3740,ガスター,npc_invisible,?
3740,ガスター,npc_selfdestruction,?
3740,ガスター,wz_quagmire,?
3747,トップラウンドライダー,cr_autoguard,?
3747,トップラウンドライダー,npc_comboattack,?
3747,トップラウンドライダー,npc_piercingatt,?
3748,トップサイドライダー,cr_autoguard,?
3748,トップサイドライダー,npc_comboattack,?
3748,トップサイドライダー,npc_piercingatt,?
3749,トップブレードライダー,al_incagi,?
3749,トップブレードライダー,al_teleport,?
3749,トップブレードライダー,as_sonicblow,?
3749,トップブレードライダー,itm_tomahawk,?
3749,トップブレードライダー,kn_twohandquicken,?
3749,トップブレードライダー,npc_bleeding,?
3749,トップブレードライダー,npc_criticalslash,?
3749,トップブレードライダー,npc_windattack,?
3750,マットドレインリアー,al_heal,?
3750,マットドレインリアー,npc_blindattack,?
3750,マットドレインリアー,npc_blooddrain,?
3750,マットドレインリアー,npc_darknessattack,?
3751,安らぎを奪われし屍鬼,npc_bleeding,?
3751,安らぎを奪われし屍鬼,npc_comboattack,?
3751,安らぎを奪われし屍鬼,npc_stop,?
3751,安らぎを奪われし屍鬼,npc_undeadattack,?
3752,安らぎを奪われし者,npc_agiup,?
3752,安らぎを奪われし者,npc_poison,?
3752,安らぎを奪われし者,npc_undeadattack,?
3753,安らぎを奪われし亡者,npc_blooddrain,?
3753,安らぎを奪われし亡者,npc_poison,?
3753,安らぎを奪われし亡者,npc_undeadattack,?
3754,スウィートナイトメア,npc_blindattack,?
3754,スウィートナイトメア,npc_curseattack,?
3754,スウィートナイトメア,npc_mentalbreaker,?
3754,スウィートナイトメア,npc_telekinesisattack,?
3755,蛍きのこ,npc_selfdestruction,?
3756,ボミ,mg_firewall,?
3756,ボミ,mg_frostdiver,?
3756,ボミ,mg_lightningbolt,?
3756,ボミ,mg_safetywall,?
3756,ボミ,mg_soulstrike,?
3756,ボミ,mg_thunderstorm,?
3756,ボミ,npc_darkstrike,?
3756,ボミ,npc_summonslave,?
3756,ボミ,npc_widesuck,?
3757,怒りのドラキュラ,al_decagi,?
3757,怒りのドラキュラ,al_teleport,?
3757,怒りのドラキュラ,as_grimtooth,?
3757,怒りのドラキュラ,mo_bodyrelocation,?
3757,怒りのドラキュラ,npc_agiup,?
3757,怒りのドラキュラ,npc_blooddrain,?
3757,怒りのドラキュラ,npc_callslave,?
3757,怒りのドラキュラ,npc_changeundead,?
3757,怒りのドラキュラ,npc_criticalwound,?
3757,怒りのドラキュラ,npc_darkblessing,?
3757,怒りのドラキュラ,npc_darkbreath,?
3757,怒りのドラキュラ,npc_darkcross,?
3757,怒りのドラキュラ,npc_darkthunder,?
3757,怒りのドラキュラ,npc_energydrain,?
3757,怒りのドラキュラ,npc_granddarkness,?
3757,怒りのドラキュラ,npc_helljudgement,?
3757,怒りのドラキュラ,npc_invisible,?
3757,怒りのドラキュラ,npc_summonslave,?
3757,怒りのドラキュラ,npc_widesilence,?
3758,怒りの月夜花,al_heal,?
