モンスタID,モンスタ名,マップID,出現タイプ,出現数,出現時間,出現時間ランダム幅,備考,サブマップソートNo,サブマップ名
1499,ウータンファイター,monbt1_a1,2.5,24?,0,0,,0,#ff4b4b火属性：全滅
1833,カーサ,monbt1_a1,2.5,12?,0,0,,0,#ff4b4b火属性：全滅
1384,スカイデリーター,monbt1_a1,2.5,10?,0,0,,0,#ff4b4b火属性：全滅
1385,グラウンドデリーター,monbt1_a1,2.5,10?,0,0,,0,#ff4b4b火属性：全滅
1837,インプ,monbt1_a1,2.5,5?,,0,,0,#ff4b4b火属性：全滅
2073,トゥカン,monbt1_a1,2.5,48,,0,,1,#92d050風属性：全滅
2153,極楽鳥,monbt1_a1,2.5,48,,0,,1,#92d050風属性：全滅
1376,ハーピー,monbt1_a1,2.5,45,,0,,1,#92d050風属性：全滅
1783,ガリオン,monbt1_a1,2.5,45,,0,,1,#92d050風属性：全滅
1156,スカイプティット,monbt1_a1,2.5,24,,0,,1,#92d050風属性：全滅
2363,メンブリッツ,monbt1_a1,2.5,18,,0,,1,#92d050風属性：全滅
1513,ミョグェ,monbt1_a1,2.5,10,,0,,1,#92d050風属性：全滅
1631,チュンイー,monbt1_a1,2.5,10,,0,,1,#92d050風属性：全滅
1627,ウィレス,monbt1_a1,2.5,5,,0,,1,#92d050風属性：全滅
1782,ロウィーン,monbt1_a1,3,,,0,1783,1,#92d050風属性：全滅
2364,ペタル,monbt1_a1,3,,,0,2363,1,#92d050風属性：全滅
1775,スノウアー,monbt1_a2,2.5,10?,,0,,,
1778,ゲイズティ,monbt1_a2,2.5,10?,,0,,,
1777,アイスタイタン,monbt1_a2,2.5,3,,0,,,
1368,ジオグラファー,monbt1_a2,2.5,20?,,0,,1,#92d050風属性：全滅
1495,フレイムシューター,monbt1_a2,2.5,20?,,0,,1,#92d050風属性：全滅
1780,マスキプラー,monbt1_a2,2.5,20?,,0,,1,#92d050風属性：全滅
1781,ドロセラ,monbt1_a2,2.5,20?,,0,,1,#92d050風属性：全滅
1989,ヒルスリオン,monbt1_a2,2.5,20?,,0,,1,#92d050風属性：全滅
1995,ピンギキュラ,monbt1_a2,2.5,20?,,0,,1,#92d050風属性：全滅
1999,センチピード幼虫,monbt1_a2,2.5,20?,,0,,1,#92d050風属性：全滅
2015,ダークピンギキュラ,monbt1_a2,2.5,20?,,0,,1,#92d050風属性：全滅
3262,ローザ・グミ,monbt1_a3,2.5,1,,0,,,
3263,グリューン・グミ,monbt1_a3,2.5,1,,0,,,
3264,オランジュ・グミ,monbt1_a3,2.5,1,,0,,,
3265,グレンツェント・グミ,monbt1_a3,2.5,1,,0,,,
3266,グラウ・グミ,monbt1_a3,2.5,1,,0,,,
1140,マルドゥーク,monbt1_a3,2.5,?,,0,,,
1209,クランプ,monbt1_a3,2.5,?,,0,,,
1370,サキュバス,monbt1_a3,2.5,?,,0,,,
1374,インキュバス,monbt1_a3,2.5,?,,0,,,
1771,ヴァンベルク,monbt1_a3,2.5,?,,0,,,
1772,アイシラ,monbt1_a3,2.5,?,,0,,,
1775,スノウアー,monbt1_a3,2.5,?,,0,,,
1778,ゲイズティ,monbt1_a3,2.5,?,,0,,,
2175,用心棒イカ,monbt1_a3,2.5,?,,0,,,
1016,アーチャースケルトン,monbt1_a4,2.5,?,,0,,,
1248,クルーザー,monbt1_a4,2.5,?,,0,,,
1253,ガーゴイル,monbt1_a4,2.5,?,,0,,,
1390,ヴァイオリー,monbt1_a4,2.5,?,,0,,,
1778,ゲイズティ,monbt1_a4,2.5,?,,0,,,
1884,マブカ,monbt1_a4,2.5,?,,0,,,
2364,ペタル,monbt1_a4,2.5,?,,0,,,
2424,カヴァク=イカルス(二次職),monbt1_a4,2.5,?,,0,,,
2425,ジョセフィーナ,monbt1_a4,2.5,?,,0,,,
1037,サイドワインダー,monbt1_i1,2.5,?,,0,,0,#b1a0c8毒属性：全滅
1987,センチピード,monbt1_i1,2.5,?,,0,,0,#b1a0c8毒属性：全滅
2334,悪夢のワクワク,monbt1_i1,2.5,?,,0,,0,#b1a0c8毒属性：全滅
2338,悪夢のマナナンガル,monbt1_i1,2.5,?,,0,,0,#b1a0c8毒属性：全滅
2339,悪夢のマンククーラム,monbt1_i1,2.5,?,,0,,0,#b1a0c8毒属性：全滅
2340,悪夢のチャナック,monbt1_i1,2.5,?,,0,,0,#b1a0c8毒属性：全滅
2365,チェネレ,monbt1_i1,2.5,?,,0,,0,#b1a0c8毒属性：全滅
3023,フレイムゴーレム,moro_vol,2,30,?,0,,0,#b1a0c8毒属性：全滅
3020,フレイムコンドル,moro_vol,2,30,5,0,,0,#b1a0c8毒属性：全滅
3022,フレイムフリルドラ,moro_vol,2,30,5,0,,0,#b1a0c8毒属性：全滅
3027,フレイムバグ,moro_vol,2,24,?,0,,0,#b1a0c8毒属性：全滅
1918,モロクの現身(天使型),moro_vol,2,15,?,0,,0,#b1a0c8毒属性：全滅
1919,モロクの現身(物質型),moro_vol,2,15,?,0,,0,#b1a0c8毒属性：全滅
1920,モロクの現身(人間型),moro_vol,2,15,?,0,,0,#b1a0c8毒属性：全滅
3021,フレイムサンドマン,moro_vol,2,30,?,0,,,
1921,モロクの現身(精霊型),moro_vol,2,15,?,0,,,
3026,フレイムピット,moro_vol,2,10,?,0,,,
3061,暴虐の箱,moro_vol,2,5,5,0,,,
3039,炎火のモロクの現身,moro_vol,2,1,?,0,,,
3040,歪んだモロクの現身,moro_vol,2,1,?,0,,,
3041,冷気のモロクの現身,moro_vol,2,1,?,0,,,
3028,ソニア,moro_vol,4,30,0,0,,,
1261,ワイルドローズ,morocc,2,1,7200,0,,,
1882,ババヤガ,mosk_dun01,2,120,5,0,,,
1880,ウッドゴブリン,mosk_dun01,2,66,10,0,,,
1881,レス,mosk_dun01,2,33,10,0,,,
1883,ウジャス,mosk_dun02,2,100,10,0,,,
1882,ババヤガ,mosk_dun02,2,30,5,0,,,
1880,ウッドゴブリン,mosk_dun02,2,10,5,0,,,
1882,ババヤガ,mosk_dun03,2,80,5,0,,,
1883,ウジャス,mosk_dun03,2,50,5,0,,,
1884,マブカ,mosk_dun03,2,30,5,0,,,
1885,ゴピニク,mosk_dun03,2,1,7200,3600,,,
1886,マブカ(取巻き),mosk_dun03,3,,0,0,1885,,
1880,ウッドゴブリン,mosk_fild02,2,150,5,0,,,
1881,レス,mosk_fild02,2,80,5,0,,,
1103,キャラメル,mosk_fild02,2,20,5,0,,,
1867,バンシー,nameless_n,2,60,5,0,,,
1866,ヘルプードル,nameless_n,2,50,5,0,,,
1869,フレームスカル,nameless_n,2,30,5,0,,,
1036,グール,nameless_n,2,10,5,0,,,
1508,キューブ,nif_fild01,1,,,0,1506,,
1509,ルード,nif_fild01,1,,,0,1506,,
1509,ルード,nif_fild01,1,,,0,1508,,
1503,ジビット,nif_fild01,2,40,5,0,,,
1504,デュラハン,nif_fild01,2,40,5,0,,,
1508,キューブ,nif_fild01,2,25,5,0,,,
1509,ルード,nif_fild01,2,25,5,0,,,
1506,ディスガイズ,nif_fild01,2,10,5,0,,,
1504,デュラハン,nif_fild01,2,7,360,0,,,
1505,ロリルリ,nif_fild02,2,30,15,0,,,
1507,ブラッディマーダー,nif_fild02,2,20,15,0,,,
1510,ハイローゾイスト,nif_fild02,2,20,15,0,,,
1508,キューブ,nif_fild02,2,10,5,0,,,
1509,ルード,nif_fild02,2,10,360,0,,,
1508,キューブ,niflheim,2,75,5,0,,,
1509,ルード,niflheim,2,75,5,0,,,
1503,ジビット,niflheim,2,8,7980,0,,,
1504,デュラハン,niflheim,2,8,7980,0,,,
1506,ディスガイズ,niflheim,2,8,7980,0,,,
1510,ハイローゾイスト,niflheim,2,8,7980,0,,,
1505,ロリルリ,niflheim,2,4,7980,0,,,
1507,ブラッディマーダー,niflheim,2,4,7980,0,,,
1373,ロードオブデス,niflheim,2,1,7980,4000,,,
1179,ウィスパー,niflheim,3,,0,0,1373,,
1490,彷徨う者(取巻き),niflheim,3,,0,0,1373,,
1508,キューブ,niflheim,3,,0,0,1373,,
1509,ルード,niflheim,3,,0,0,1373,,
2013,ドラコ,nyd_dun01,0,40,0,0,,,
2023,ダークシャドー,nyd_dun01,0,40,0,0,,,
2017,ラタトスク,nyd_dun01,0,30,0,0,,,
2018,ドゥネイール,nyd_dun01,0,30,0,0,,,
2019,エンシェントツリー,nyd_dun01,0,20,0,0,,,
2014,ドラコの卵,nyd_dun01,0,10,0,0,,,
2026,ダンデリオンのメンバー,nyd_dun02,2.5,1,300,0,,,
1693,イエロープラズマ,odin_tem01,2,25,5,0,,,
1696,パープルプラズマ,odin_tem01,2,25,5,0,,,
1694,レッドプラズマ,odin_tem01,2,15,5,0,,,
1695,グリーンプラズマ,odin_tem01,2,15,5,0,,,
1697,ブループラズマ,odin_tem01,2,15,5,0,,,
1692,ブリーズ,odin_tem01,2,5,5,0,,,
1080,緑色草,odin_tem01,4,5,60,0,,,
1081,黄色草,odin_tem01,4,5,60,0,,,
1079,青い草,odin_tem01,4,5,600,0,,,
1752,スコグル,odin_tem02,2,70,?,0,,,
1753,プルス,odin_tem02,2,60,?,0,,,
1693,イエロープラズマ,odin_tem02,2,5,?,0,,,
1762,プルス(取巻き),odin_tem02,2,3,60,0,,,
1761,スコグル(取巻き),odin_tem02,2,2,60,0,,,
1754,スケゴルトブラウン,odin_tem02,2,1,1800,0,,,
1755,スケゴルトブラック,odin_tem02,2,1,1800,0,,,
1765,ランドグリスゴースト,odin_tem02,2,1,5400,0,,,
1761,スコグル(取巻き),odin_tem02,3,,0,0,1753,,
1762,プルス(取巻き),odin_tem02,3,,0,0,1752,,
1763,スケゴルトブラウン(取巻き),odin_tem02,3,,0,0,1754,,
1764,スケゴルトブラック(取巻き),odin_tem02,3,,0,0,1755,,
1079,青い草,odin_tem02,4,10,1800,0,,,
1754,スケゴルトブラウン,odin_tem03,0,60,0,0,,,
1755,スケゴルトブラック,odin_tem03,0,60,0,0,,,
1693,イエロープラズマ,odin_tem03,2,5,?,0,,,
1765,ランドグリスゴースト,odin_tem03,2,5,1800,0,,,
1751,ランドグリス,odin_tem03,2,1,28800,14400,,,
1763,スケゴルトブラウン(取巻き),odin_tem03,3,,0,0,1754,,
1764,スケゴルトブラック(取巻き),odin_tem03,3,,0,0,1755,,
1765,ランドグリスゴースト,odin_tem03,3,,0,0,1751,,
1079,青い草,odin_tem03,4,15,1800,0,,,
1083,輝く草,odin_tem03,4,15,1800,0,,,
1153,オークゾンビ,orcsdun01,2,70,5,0,,,
1005,ファミリアー,orcsdun01,2,40,5,0,,,
1042,スチールチョンチョン,orcsdun01,2,20,5,0,,,
1152,オークスケルトン,orcsdun01,2,20,5,0,,,
1084,黒いきのこ,orcsdun01,4,10,900,0,,,
1082,白い草,orcsdun01,4,5,180,0,,,
1177,ゼノーク,orcsdun02,2,80,5,0,,,
1152,オークスケルトン,orcsdun02,2,60,5,0,,,
1042,スチールチョンチョン,orcsdun02,2,50,5,0,,,
1111,ドレインリアー,orcsdun02,2,20,5,0,,,
1005,ファミリアー,orcsdun02,2,10,5,0,,,
1189,オークアーチャー,orcsdun02,2,5,1800,0,,,
1082,白い草,orcsdun02,4,5,180,0,,,
1084,黒いきのこ,orcsdun02,4,5,180,0,,,
3571,疾風のラタトスク,pab_dun01,2,50,5,0,,,
3572,旋風のパルス,pab_dun01,2,50,5,0,,,
3573,暴風のガラパゴ,pab_dun01,2,50,5,0,,,
3583,エルヴィラ,pab_dun01,2,20,5,0,,,
3584,無慈悲なジオイア,pab_dun01,2,1,28800,0,,,
2278,エルヴィラ(取巻き),pab_dun01,3,,0,0,,,
3577,ホーリーエルダー,pab_dun02,2,50,5,0,,,
3578,リトリビューション,pab_dun02,2,50,5,0,,,
3579,ヘルレイス,pab_dun02,2,50,5,0,,,
3591,ルド,pab_dun02,2,10,5,0,,,
3592,亡者の守護者カデス,pab_dun02,2,1,28800,0,,,
2280,ルド(取巻き),pab_dun02,3,,0,0,,,
3574,激震のドゥネイール,pab_dun03,2,75,5,0,,,
3575,地を這うゴーレム,pab_dun03,2,75,5,0,,,
3576,根付いた天下大将軍,pab_dun03,2,75,5,0,,,
3587,ソヒョン,pab_dun03,2,20,5,0,,,
3588,将軍デヒョン,pab_dun03,2,1,28800,0,,,
2279,ソヒョン(取巻き),pab_dun03,3,,0,0,,,
3580,ヒートレイドリック,pab_dun04,2,95,5,0,,,
3581,インフェルノナイト,pab_dun04,2,95,5,0,,,
3582,マグマゴーレム,pab_dun04,2,95,5,0,,,
3595,ローラ,pab_dun04,2,10,5,0,,,
3596,狂信者ヒュリエル,pab_dun04,2,1,28800,0,,,
2277,ローラ(取巻き),pab_dun04,3,,0,0,,,
1051,盗蟲,pay_arche,2,7,1200,0,弓手ギルド内,,
3759,怒りの九尾狐,pay_d03_i,0,?,0,0,,,
3760,怨恨のムナック,pay_d03_i,0,?,0,0,,,
3761,怨恨のボンゴン,pay_d03_i,0,?,0,0,,,
3762,怨恨のソヒー,pay_d03_i,0,?,0,0,,,
3763,怨恨のAスケルトン,pay_d03_i,0,?,0,0,,,
3758,怒りの月夜花,pay_d03_i,2,1,?,0,,,
3764,真理の魔法使い,pay_d03_i,2.5,1,0,0,特定の条件を満たすと出現,,
1076,スケルトン,pay_dun00,2,35,5,0,,,
1015,ゾンビ,pay_dun00,2,20,5,0,,,
1005,ファミリアー,pay_dun00,2,15,5,0,,,
1031,ポポリン,pay_dun00,2,15,5,0,,,
1078,赤い草,pay_dun00,4,15,180,0,,,
1084,黒いきのこ,pay_dun00,4,3,360,0,,,
1116,エギラ,pay_dun01,2,70,5,0,,,
1110,ドケビ,pay_dun01,2,45,5,0,弓手ギルド内,,
1031,ポポリン,pay_dun01,2,20,5,0,,,
1056,スモーキー,pay_dun01,2,10,5,0,,,
1111,ドレインリアー,pay_dun01,2,10,5,0,,,
1078,赤い草,pay_dun01,4,10,180,0,,,
1084,黒いきのこ,pay_dun01,4,7,900,0,,,
1026,ムナック,pay_dun02,2,100,5,0,,,
1188,ボンゴン,pay_dun02,2,60,5,0,,,
1068,ヒドラ,pay_dun02,2,31,300,0,,,
1031,ポポリン,pay_dun02,2,10,5,0,,,
1020,マンドラゴラ,pay_dun02,2,3,300,0,,,
1078,赤い草,pay_dun02,4,8,180,0,,,
1084,黒いきのこ,pay_dun02,4,7,900,0,,,
1082,白い草,pay_dun02,4,6,180,0,,,
1078,赤い草,pay_dun02,4,1,600,0,,,
1084,黒いきのこ,pay_dun02,4,1,600,0,,,
1129,ホロン,pay_dun03,2,50,5,0,,,
1170,ソヒー,pay_dun03,2,30,5,0,,,
1170,ソヒー,pay_dun03,2,20,300,0,,,
1068,ヒドラ,pay_dun03,2,17,600,0,,,
1020,マンドラゴラ,pay_dun03,2,10,300,0,,,
1185,ウィスパー(転職場),pay_dun03,2,4,1800,0,,,
1186,巨大ウィスパー,pay_dun03,2,1,14400,0,,,
1180,九尾狐,pay_dun03,2.5,1,0,0,お面作成NPCと入れ替わりで出現,,
1078,赤い草,pay_dun03,4,15,180,0,,,
1082,白い草,pay_dun03,4,5,180,0,,,
1078,赤い草,pay_dun03,4,1,600,0,,,
1079,青い草,pay_dun03,4,1,600,0,,,
1080,緑色草,pay_dun03,4,1,600,0,,,
1081,黄色草,pay_dun03,4,1,600,0,,,
1180,九尾狐,pay_dun04,2,100,5,0,,,
3173,火狐,pay_dun04,2,40,5,0,,,
1016,アーチャースケルトン,pay_dun04,2,30,5,0,お面作成NPCと入れ替わりで出現,,
1512,ヒェグン,pay_dun04,2,30,5,0,,,
1028,ソルジャースケルトン,pay_dun04,2,10,5,0,,,
1150,月夜花,pay_dun04,2,1,3600,7200,,,
1180,九尾狐,pay_dun04,3,,0,0,3173,,
1471,九尾狐(取巻き),pay_dun04,3,,0,0,1150,,
1078,赤い草,pay_dun04,4,10,180,0,,,
1082,白い草,pay_dun04,4,6,180,0,,,
1083,輝く草,pay_dun04,4,2,1800,0,,,
1018,クリーミー,pay_fild01,1,,,0,1008,,
1010,ウィロー,pay_fild01,2,200,5,0,,,
1002,ポリン,pay_fild01,2,40,5,0,,,
1014,スポア,pay_fild01,2,10,5,0,,,
1008,プパ,pay_fild01,2,10,5,0,,,
1084,黒いきのこ,pay_fild01,4,15,180,0,,,
1080,緑色草,pay_fild01,4,5,180,0,,,
1013,ウルフ,pay_fild02,2,140,5,0,,,
1025,スネイク,pay_fild02,2,30,5,0,,,
1010,ウィロー,pay_fild02,2,15,5,0,,,
1014,スポア,pay_fild02,2,15,5,0,,,
1092,さすらい狼,pay_fild02,2,1,1800,0,,,
1013,ウルフ,pay_fild02,3,,0,0,1092,,
1080,緑色草,pay_fild02,4,4,360,0,,,
1085,赤いきのこ,pay_fild02,4,4,360,0,,,
1014,スポア,pay_fild03,2,140,?,0,,,
1002,ポリン,pay_fild03,2,40,?,0,,,
1010,ウィロー,pay_fild03,2,10,?,0,,,
1063,ルナティック,pay_fild03,2,10,?,0,,,
1085,赤いきのこ,pay_fild03,4,6,900,0,,,
1080,緑色草,pay_fild03,4,4,180,0,,,
1031,ポポリン,pay_fild04,2,180,5,0,,,
1002,ポリン,pay_fild04,2,120,5,0,,,
1113,ドロップス,pay_fild04,2,110,5,0,,,
1242,マーリン,pay_fild04,2,50,5,0,,,
1090,マスターリング,pay_fild04,2,1,3600,0,,,
1096,エンジェリング,pay_fild04,2,1,3600,0,,,
1120,ゴーストリング,pay_fild04,2,1,3600,0,,,
1582,デビルリング,pay_fild04,2,1,7200,0,,,
1002,ポリン,pay_fild04,3,,0,0,1090,,
1031,ポポリン,pay_fild04,3,,0,0,1096,,
1062,サンタポリン,pay_fild04,3,,0,0,1096,,
1113,ドロップス,pay_fild04,3,,0,0,1090,,
1186,巨大ウィスパー,pay_fild04,3,,0,0,1120,,
1433,デビルチ(取巻き),pay_fild04,3,,0,0,1582,,
1595,マーリン(取巻き),pay_fild04,3,,0,0,1582,,
1599,巨大ウィスパー(取巻き),pay_fild04,3,,0,0,1120,,
1080,緑色草,pay_fild04,4,5,360,0,,,
1083,輝く草,pay_fild04,4,1,1800,0,,,
1024,ワームテール,pay_fild06,2,120,?,0,,,
1051,盗蟲,pay_fild06,2,40,?,0,,,
1010,ウィロー,pay_fild06,2,10,?,0,,,
1080,緑色草,pay_fild06,4,10,360,0,,,
1085,赤いきのこ,pay_fild06,4,8,180,0,,,
1083,輝く草,pay_fild06,4,1,1800,0,,,
1033,エルダーウィロー,pay_fild07,2,180,5,0,,,
1010,ウィロー,pay_fild07,2,30,?,0,,,
1060,ビッグフット,pay_fild07,2,10,?,0,,,
1110,ドケビ,pay_fild07,2,10,?,0,,,
1116,エギラ,pay_fild07,2,10,?,0,,,
1080,緑色草,pay_fild07,4,8,900,0,,,
1110,ドケビ,pay_fild08,2,180,5,0,,,
1002,ポリン,pay_fild08,2,30,?,0,,,
1033,エルダーウィロー,pay_fild08,2,10,?,0,,,
1060,ビッグフット,pay_fild08,2,10,?,0,,,
1116,エギラ,pay_fild08,2,10,?,0,,,
1080,緑色草,pay_fild08,4,10,60,0,,,
1083,輝く草,pay_fild08,4,1,3600,0,,,
1060,ビッグフット,pay_fild09,2,180,?,0,,,
1056,スモーキー,pay_fild09,2,30,?,0,,,
1033,エルダーウィロー,pay_fild09,2,10,?,0,,,
1110,ドケビ,pay_fild09,2,10,?,0,,,
1116,エギラ,pay_fild09,2,10,?,0,,,
1115,エドガ,pay_fild09,2,1,7200,3600,,,
1603,ビッグフット(取巻き),pay_fild09,3,,0,0,1115,,
1080,緑色草,pay_fild09,4,10,360,0,,,
1083,輝く草,pay_fild09,4,1,1800,0,,,
1110,ドケビ,pay_fild10,0,30,0,0,,,
1033,エルダーウィロー,pay_fild10,0,20,0,0,,,
1077,ポイズンスポア,pay_fild10,0,20,0,0,,,
1116,エギラ,pay_fild10,0,20,0,0,,,
1060,ビッグフット,pay_fild10,0,10,0,0,,,
1321,ドラゴンテイル,pay_fild10,2,70,5,0,,,
1080,緑色草,pay_fild10,4,30,360,0,,,
1079,青い草,pay_fild10,4,6,360,0,,,
1261,ワイルドローズ,payon,2,1,7200,0,,,
1261,ワイルドローズ,prontera,2,1,7200,0,,,
1008,プパ,prt_fild00,1,,,0,1007,,
1018,クリーミー,prt_fild00,1,,,0,1008,,
1174,スタイナー,prt_fild00,2,200,5,0,,,
1002,ポリン,prt_fild00,2,40,?,0,,,
1063,ルナティック,prt_fild00,2,30,?,0,,,
1007,ファブル,prt_fild00,2,20,?,0,,,
1018,クリーミー,prt_fild00,2,20,?,0,,,
1008,プパ,prt_fild00,2,3,?,0,,,
1080,緑色草,prt_fild00,4,5,360,0,,,
1083,輝く草,prt_fild00,4,1,1800,0,,,
1008,プパ,prt_fild01,1,,,0,1007,,
1018,クリーミー,prt_fild01,1,,,0,1008,,
1063,ルナティック,prt_fild01,2,240,?,0,,,
1002,ポリン,prt_fild01,2,50,?,0,,,
1007,ファブル,prt_fild01,2,35,?,0,,,
1008,プパ,prt_fild01,2,20,?,0,,,
1051,盗蟲,prt_fild01,2,10,?,0,,,
1080,緑色草,prt_fild01,4,3,360,0,,,
1079,青い草,prt_fild01,4,1,900,0,,,
1020,マンドラゴラ,prt_fild02,0,90,0,0,,,
1007,ファブル,prt_fild02,0,50,0,0,,,
1002,ポリン,prt_fild02,0,30,0,0,1007,,
1008,プパ,prt_fild02,0,20,0,0,1008,,
1063,ルナティック,prt_fild02,0,10,0,0,,,
1008,プパ,prt_fild02,1,,,0,1007,,
1018,クリーミー,prt_fild02,1,,,0,1008,,
1093,エクリプス,prt_fild02,2,1,1800,0,,,
1063,ルナティック,prt_fild02,3,,0,0,1093,,
1083,輝く草,prt_fild02,4,3,1800,0,,,
1057,ヨーヨー,prt_fild03,0,80,0,0,,,
1056,スモーキー,prt_fild03,0,40,0,0,,,
1008,プパ,prt_fild03,0,20,0,0,,,
1007,ファブル,prt_fild03,0,10,0,0,,,
1031,ポポリン,prt_fild03,0,10,0,0,,,
1214,チョコ,prt_fild03,0,1,0,0,,,
1008,プパ,prt_fild03,1,,,0,1007,,
1018,クリーミー,prt_fild03,1,,,0,1008,,
1057,ヨーヨー,prt_fild03,3,,0,0,1214,,
1080,緑色草,prt_fild03,4,15,360,0,,,
1080,緑色草,prt_fild03,4,5,180,0,,,
1079,青い草,prt_fild03,4,2,900,0,,,
1052,ロッカー,prt_fild04,2,200,5,0,,,
1018,クリーミー,prt_fild04,2,40,5,0,,,
1002,ポリン,prt_fild04,2,30,5,0,,,
1008,プパ,prt_fild04,2,25,5,0,,,
1012,ロッダフロッグ,prt_fild04,2,10,5,0,,,
1018,クリーミー,prt_fild04,1,,,0,1008,,
1088,ボーカル,prt_fild04,2,1,1800,0,,,
1052,ロッカー,prt_fild04,3,,0,0,1088,,
1080,緑色草,prt_fild04,4,5,900,0,,,
1002,ポリン,prt_fild05,0,70,0,0,,,
1051,盗蟲,prt_fild05,0,50,0,0,,,
1008,プパ,prt_fild05,0,30,0,0,,,
1063,ルナティック,prt_fild05,0,30,0,0,,,
1048,盗蟲の卵,prt_fild05,0,20,0,0,,,
1018,クリーミー,prt_fild05,1,,,0,1008,,
1051,盗蟲,prt_fild05,1,,,0,1048,,
1080,緑色草,prt_fild05,4,6,900,0,,,
1079,青い草,prt_fild05,4,1,900,0,,,
1002,ポリン,prt_fild06,0,60,0,0,,,
1063,ルナティック,prt_fild06,0,60,0,0,,,
1008,プパ,prt_fild06,0,30,0,0,,,
1048,盗蟲の卵,prt_fild06,0,20,0,0,,,
1051,盗蟲,prt_fild06,0,10,0,0,,,
1018,クリーミー,prt_fild06,1,,,0,1008,,
1051,盗蟲,prt_fild06,1,,,0,1048,,
1080,緑色草,prt_fild06,4,15,900,0,,,
1007,ファブル,prt_fild07,0,80,0,0,,,
1031,ポポリン,prt_fild07,0,30,0,0,,,
1008,プパ,prt_fild07,1,,,0,1007,,
1018,クリーミー,prt_fild07,1,,,0,1008,,
1084,黒いきのこ,prt_fild07,4,3,360,0,,,
1018,クリーミー,prt_fild08,1,,,0,1008,,
1002,ポリン,prt_fild08,2,230,?,0,,,
1063,ルナティック,prt_fild08,2,80,?,0,,,
1008,プパ,prt_fild08,2,20,?,0,,,
1113,ドロップス,prt_fild08,2,20,?,0,,,
1009,コンドル,prt_fild09,0,50,0,0,,,
1047,ペコペコの卵,prt_fild09,0,20,0,0,,,
1049,ピッキ,prt_fild09,0,20,0,0,,,
1107,子デザートウルフ,prt_fild09,0,20,0,0,,,
1167,サベージベベ,prt_fild09,0,20,0,0,,,
1049,ピッキ,prt_fild09,1,,,0,1047,,
1050,すごいピッキ,prt_fild09,1,,,0,1047,,
1081,黄色草,prt_fild09,4,3,360,0,,,
1167,サベージベベ,prt_fild10,2,200,5,0,,,
1166,サベージ,prt_fild10,2,20,5,0,,,
1049,ピッキ,prt_fild10,2,20,5,0,,,
1050,すごいピッキ,prt_fild10,2,20,5,0,,,
1107,子デザートウルフ,prt_fild10,2,20,5,0,,,
1031,ポポリン,prt_fild10,2,20,5,0,,,
1085,赤いきのこ,prt_fild10,4,15,360,0,,,
1083,輝く草,prt_fild10,4,1,1800,0,,,
1166,サベージ,prt_fild11,2,180,5,0,,,
1167,サベージベベ,prt_fild11,2,60,5,0,,,
1031,ポポリン,prt_fild11,2,40,5,0,,,
1018,クリーミー,prt_fild11,2,20,30,0,,,
1085,赤いきのこ,prt_fild11,4,10,180,0,,,
1035,ハンターフライ,prt_maze01,0,1,0,0,,,
1008,プパ,prt_maze01,1,,,0,1007,,
1018,クリーミー,prt_maze01,1,,,0,1008,,
1166,サベージ,prt_maze01,2,8,120,0,,,
1002,ポリン,prt_maze01,2,5,120,0,,,
1007,ファブル,prt_maze01,2,5,120,0,,,
1008,プパ,prt_maze01,2,5,120,0,,,
1011,チョンチョン,prt_maze01,2,5,120,0,,,
1013,ウルフ,prt_maze01,2,5,120,0,,,
1025,スネイク,prt_maze01,2,5,120,0,,,
1031,ポポリン,prt_maze01,2,5,120,0,,,
1042,スチールチョンチョン,prt_maze01,2,5,120,0,,,
1052,ロッカー,prt_maze01,2,5,120,0,,,
1056,スモーキー,prt_maze01,2,5,120,0,,,
1060,ビッグフット,prt_maze01,2,5,120,0,,,
1063,ルナティック,prt_maze01,2,5,120,0,,,
1103,キャラメル,prt_maze01,2,5,120,0,,,
1104,コーコー,prt_maze01,2,5,120,0,,,
1114,ダスティネス,prt_maze01,2,5,120,0,,,
1128,ホルン,prt_maze01,2,5,120,0,,,
1145,マーティン,prt_maze01,2,5,120,0,,,
1174,スタイナー,prt_maze01,2,5,120,0,,,
1057,ヨーヨー,prt_maze01,2,4,120,0,,,
1035,ハンターフライ,prt_maze01,2,3,120,0,,,
1037,サイドワインダー,prt_maze01,2,3,120,0,,,
1099,アルギオペ,prt_maze01,2,3,120,0,,,
1100,アルゴス,prt_maze01,2,3,120,0,,,
1139,マンティス,prt_maze01,2,3,120,0,,,
1214,チョコ,prt_maze01,2,2,120,0,,,
1018,クリーミー,prt_maze01,2,1,120,0,,,
1092,さすらい狼,prt_maze01,2,1,3600,0,,,
1013,ウルフ,prt_maze01,3,,0,0,1092,,
1057,ヨーヨー,prt_maze01,3,,0,0,1214,,
1078,赤い草,prt_maze01,4,5,180,0,,,
1084,黒いきのこ,prt_maze01,4,5,180,0,,,
1085,赤いきのこ,prt_maze01,4,5,180,0,,,
1079,青い草,prt_maze01,4,3,1800,0,,,
1082,白い草,prt_maze01,4,3,1800,0,,,
1081,黄色草,prt_maze01,4,2,1800,0,,,
1083,輝く草,prt_maze01,4,2,1800,0,,,
1031,ポポリン,prt_maze02,0,25,0,0,,,
1060,ビッグフット,prt_maze02,0,5,0,0,,,
1243,サスカッチ,prt_maze02,2,1,900,0,,,
