モンスタID,モンスタ名,ひらがな名,Level,Hp,Str,Agi,Vit,Int,Dex,Luk,Atk1,Atk2,Def,Mdef,BaseExp,JobExp,Size,属性,種族,BOSS属性,MvpExp,アクティブ属性,リンク属性,詠唱反応,ルート属性,ニューマ有効,固定,召還モンスタ
3209,マーガレッタ=ソリン(三次職),まーがれった=そりん(ないとめあ),203,685979,426,74,155,423,99,65,13044,4358,208,293,228865,457731,1,86,7,0,0,1,0,1,0,0,0,
3210,カトリーヌ=ケイロン(三次職),かとりーぬ=けいろん(さんじしょく),202,513024,408,78,105,444,139,49,12788,4324,127,382,223268,446536,1,88,7,0,0,1,0,1,0,0,0,
3211,セシル=ディモン(三次職),せしる=でぃもん(ないとめあ),204,564969,421,126,117,388,320,42,13314,4410,126,215,234652,469304,1,84,7,0,0,1,0,1,0,1,0,
3212,ハワード=アルトアイゼン(三次職),はわーど=あるとあいぜん(ないとめあ),207,806378,458,89,162,413,122,58,13988,4796,280,210,245922,491845,1,81,7,0,0,1,0,1,0,0,0,
3213,セイレン=ウィンザー(三次職),せいれん=うぃんざー(ないとめあ),206,699785,542,69,136,409,132,63,14274,4674,216,212,242345,484690,1,83,7,0,0,1,0,1,0,0,0,
3214,エレメス=ガイル(三次職)(オーラ),えれめす=がいる(さんじしょく)(おーら),205,1274048,495,239,100,426,227,76,2301,770,172,212,286647,573295,1,85,7,1,0,1,0,1,0,0,0,
3215,マーガレッタ=ソリン(三次職)(オーラ),まーがれった=そりん(ないとめあ)(ぼす),203,1714949,426,74,155,423,199,65,2174,726,208,293,274638,549277,1,86,7,1,0,1,0,1,0,0,0,
3216,カトリーヌ=ケイロン(三次職)(オーラ),かとりーぬ=けいろん(さんじしょく)(おーら),202,1282560,408,78,105,444,239,49,2131,720,127,382,267921,535843,1,88,7,1,0,1,0,1,0,0,0,
3217,セシル=ディモン(三次職)(オーラ),せしる=でぃもん(ないとめあ)(ぼす),204,1412423,421,126,117,388,420,42,2219,735,126,215,281582,563164,1,84,7,1,0,1,0,1,0,1,0,1044(2)
3218,ハワード=アルトアイゼン(三次職)(オーラ),はわーど=あるとあいぜん(ないとめあ)(ぼす),207,2015947,458,89,162,413,222,58,2331,799,280,210,295106,590214,1,82,7,1,0,1,0,1,0,0,0,
3219,セイレン=ウィンザー(三次職)(オーラ),せいれん=うぃんざー(ないとめあ)(ぼす),206,1749464,542,69,136,409,232,63,2379,779,216,212,290814,581628,1,83,7,1,0,1,0,1,0,0,0,
3220,エレメス=ガイル(三次職)(MVP),えれめす=がいる(さんじしょく)(MVP),205,2548095,495,239,100,426,227,76,13808,4622,172,212,429970,859942,1,85,7,1,1,1,0,1,0,0,0,3607(1)/3609(1)/3610(1)/3611(1)/3612(1)
3221,マーガレッタ=ソリン(三次職)(MVP),まーがれった=そりん(ないとめあ)(MVP),203,3429895,426,74,155,423,199,65,13044,4358,208,293,411957,823915,1,86,7,1,1,1,0,1,0,0,0,3607(1)/3608(1)/3609(1)/3611(1)/3612(1)
3222,セシル=ディモン(三次職)(MVP),せしる=でぃもん(ないとめあ)(MVP),204,2824845,421,126,117,388,420,42,13314,4410,126,215,422373,844746,1,84,7,1,1,1,0,1,0,1,0,3607(1)/3608(1)/3609(1)/3610(1)/3612(1)
3223,ハワード=アルトアイゼン(三次職)(MVP),はわーど=あるとあいぜん(ないとめあ)(MVP),207,4031890,458,89,162,413,222,58,13988,4796,280,210,442659,885321,1,81,7,1,1,1,0,1,0,0,0,3607(1)/3608(1)/3610(1)/3611(1)/3612(1)
3224,カトリーヌ=ケイロン(三次職)(MVP),かとりーぬ=けいろん(さんじしょく)(MVP),202,2565120,408,78,105,444,239,49,12788,4324,127,382,401881,803764,1,88,7,1,1,1,0,1,0,0,0,3607(1)/3608(1)/3609(1)/3610(1)/3611(1)
3225,セイレン=ウィンザー(三次職)(MVP),せいれん=うぃんざー(ないとめあ)(MVP),206,3498925,542,69,136,409,232,63,14274,4674,216,212,436221,872442,1,83,7,1,1,1,0,1,0,0,0,3608(1)/3609(1)/3610(1)/3611(1)/3612(1)
3226,ランデル=ロレンス(三次職),らんでる=ろれんす(ないとめあ),206,1177596,458,74,263,350,185,65,13816,4498,228,156,242345,484690,1,86,7,0,0,1,0,1,0,0,0,
3227,エミュール=プラメール(三次職),えみゅーる=ぷらめーる(さんじしょく),207,836808,441,78,170,481,147,127,13952,5158,136,212,245922,491845,1,83,7,0,0,1,0,1,0,0,0,
3228,セリア=アルデ(三次職),せりあ=あるで(ないとめあ),202,532883,436,99,111,421,121,49,12902,4238,124,371,223268,446536,1,88,7,0,0,1,0,1,0,0,0,
3229,チェン=リウ(三次職),ちぇん=りう(ないとめあ),203,612362,422,81,133,430,201,61,13076,4412,75,156,228865,457731,1,81,7,0,0,1,0,1,0,0,0,1364(2)/1600(1)/1601(1)/1602(1)/1602(1)
3230,ガーティー=ウー(三次職),がーてぃー=うー(さんじしょく),205,530140,480,205,105,391,263,45,13770,4536,158,200,238873,477746,1,85,7,0,0,1,0,1,0,0,0,
3231,アルフォシオ=バジル(三次職),あるふぉしお=ばじる(さんじしょく),204,578501,445,97,121,481,181,81,13356,4794,134,215,234652,469304,1,84,7,0,0,1,0,1,0,0,0,
3232,トレンティーニ(三次職),とれんてぃーに(ないとめあ),204,558203,465,81,115,494,192,76,13478,4822,120,212,234652,469304,1,84,7,0,0,1,0,1,0,0,0,
3233,ランデル=ロレンス(三次職)(オーラ),らんでる=ろれんす(ないとめあ)(ぼす),206,2943991,458,74,263,350,285,65,2302,749,228,156,290814,581628,1,86,7,1,0,1,0,1,0,0,0,
3234,エミュール=プラメール(三次職)(オーラ),えみゅーる=ぷらめーる(さんじしょく)(オーラ),207,2092020,441,78,170,481,247,127,2325,859,136,212,295106,590214,1,83,7,1,0,1,0,1,0,0,0,
3235,セリア=アルデ(三次職)(オーラ),せりあ=あるで(ないとめあ)(ぼす),202,1332208,436,99,111,421,221,49,2150,706,124,371,267921,535843,1,88,7,1,0,1,0,1,0,0,0,
3236,チェン=リウ(三次職)(オーラ),ちぇん=りう(ないとめあ)(ぼす),203,1530905,422,81,133,430,301,61,2179,735,75,156,274638,549277,1,81,7,1,0,1,0,1,0,0,0,
3237,ガーティー=ウー(三次職)(オーラ),がーてぃー=うー(さんじしょく)(オーラ),205,1325352,480,205,105,391,363,45,2295,756,158,200,286647,573295,1,85,7,1,0,1,0,1,0,0,0,
3238,アルフォシオ=バジル(三次職)(オーラ),あるふぉしお=ばじる(さんじしょく)(おーら),204,1446253,445,97,121,481,281,81,2226,799,134,215,281582,563164,1,84,7,1,0,1,0,1,0,0,0,
3239,トレンティーニ(三次職)(オーラ),とれんてぃーに(ないとめあ)(ぼす),204,1395508,465,81,115,494,292,76,2246,803,120,212,281582,563164,1,84,7,1,0,1,0,1,0,0,0,1475(5)/1566(5)
3240,ランデル=ロレンス(三次職)(MVP),らんでる=ろれんす(ないとめあ)(MVP),206,5887980,458,74,263,350,285,65,13816,4498,228,156,436221,872442,1,86,7,1,1,1,0,1,0,0,0,3614(1)/3615(1)/3616(1)/3617(1)/3618(1)/3619(1)
3241,エミュール=プラメール(三次職)(MVP),えみゅーる=ぷらめーる(さんじしょく)(MVP),207,4184040,441,78,170,481,247,127,13952,5158,136,212,442659,885321,1,83,7,1,1,1,0,1,0,0,0,3613(1)/3615(1)/3616(1)/3617(1)/3618(1)/3619(1)
3242,セリア=アルデ(三次職)(MVP),せりあ=あるで(ないとめあ)(MVP),202,2664415,436,99,111,421,221,49,12902,4238,124,371,401881,803764,1,88,7,1,1,1,0,1,0,0,0,3613(1)/3614(1)/3616(1)/3617(1)/3618(1)/3619(1)
3243,チェン=リウ(三次職)(MVP),ちぇん=りう(ないとめあ)(MVP),203,3061810,422,81,133,430,301,61,13076,4412,75,156,411957,823915,1,81,7,1,1,1,0,1,0,0,0,3613(1)/3614(1)/3615(1)/3617(1)/3618(1)/3619(1)
3244,ガーティー=ウー(三次職)(MVP),がーてぃー=うー(さんじしょく)(MVP),205,2650700,480,205,105,391,363,45,13770,4536,158,200,429970,859942,1,85,7,1,1,1,0,1,0,0,0,3613(1)/3614(1)/3615(1)/3616(1)/3618(1)/3619(1)
3245,アルフォシオ=バジル(三次職)(MVP),あるふぉしお=ばじる(さんじしょく)(MVP),204,2892505,445,97,121,481,281,81,13356,4794,134,215,422373,844746,1,84,7,1,1,1,0,1,0,0,0,3613(1)/3614(1)/3615(1)/3616(1)/3617(1)/3619(1)
3246,トレンティーニ(三次職)(MVP),とれんてぃーに(ないとめあ)(MVP),204,2791015,465,81,115,494,292,76,13478,4822,120,212,422373,844746,1,84,7,1,1,1,0,1,0,0,0,3613(1)/3614(1)/3615(1)/3616(1)/3617(1)/3618(1)
3247,スモッグ,すもっぐ,121,140088,70,48,40,37,71,45,1897,702,91,81,7635,7698,0,24,0,0,0,1,0,0,0,0,0,
3248,修理型ウェルスギアⅡ,しゅうりがたうぇるすぎあII,150,63320,101,37,5,35,110,45,2431,226,118,59,38208,20489,0,40,0,0,0,1,0,1,0,0,0,
3249,探査型ウェルスギアⅡ,たんさがたうぇるすぎあII,160,61117,118,40,5,121,138,65,2945,841,121,67,40826,20023,2,80,0,0,0,1,0,1,0,0,0,
3250,クラップ,くらっぷ,155,30,35,42,20,12,68,3,95,2,100,99,61,58,0,20,0,0,0,1,0,0,0,0,0,1788(?)
3251,GC109,GC109,149,87650,60,62,45,35,55,15,1178,1257,121,71,68590,46903,0,47,0,0,0,1,0,0,0,0,0,
3252,DR815,DR815,153,95670,88,68,88,21,66,22,1615,761,143,45,72550,40550,1,27,0,0,0,1,0,0,0,0,0,
3253,システムメッセージ1,しすてむめっせーじ2,160,33,1,1,1,235,1,103,1,1,178,93,0,0,2,27,0,0,0,0,0,0,0,1,0,
3254,T_W_O,T_W_O,170,6600000,200,35,197,203,203,97,4433,1877,207,17,720000,360000,2,67,0,1,1,1,0,1,0,0,0,
3255,沈痛の亡者,ちんつうのもうじゃ,155,178652,98,55,61,22,133,2,2235,216,99,55,42139,29758,0,24,0,0,0,1,0,0,0,0,0,
3256,悲痛の亡者,ひつうのもうじゃ,148,134615,76,53,54,21,125,3,1995,450,91,42,41154,28141,0,60,0,0,0,1,0,0,0,0,0,
3262,ローザ・グミ,ろーざ・ぐみ,1,12,1,0,0,0,0,0,1,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,
3263,グリューン・グミ,ぐりゅーん・ぐみ,1,12,1,0,0,0,0,0,1,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,
3264,オランジュ・グミ,おらんじゅ・ぐみ,1,12,1,0,0,0,0,0,1,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,
3265,グレンツェント・グミ,ぐれんつぇんと・ぐみ,1,12,1,0,0,0,0,0,1,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,
3266,グラウ・グミ,ぐらう・ぐみ,1,12,1,0,0,0,0,0,1,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,
3380,アンカー,あんかー,130,199996,30,90,110,99,110,10,1300,390,31,20,135710,68597,2,81,5,0,0,1,0,1,0,0,0,
3402,兵隊デニーロ(取巻き),へいたいでにーろ(とりまき),98,90278,45,50,81,42,119,45,402,1380,332,0,54166,27083,1,42,4,0,0,1,1,0,1,0,0,
3403,兵隊ピエール(取巻き),へいたいぴえーる(とりまき),96,85670,42,49,78,38,115,45,254,1385,332,0,51402,25701,1,42,4,0,0,1,1,0,1,0,0,
3404,兵隊アンドレ(取巻き),へいたいあんどれ(とりまき),94,77802,40,48,75,39,111,40,206,1390,332,0,46681,23340,1,42,4,0,0,1,1,0,1,0,0,
3442,フローズンウルフ,ふろーずんうるふ,187,503890,360,218,128,350,317,183,13289,4291,158,62,279912,163910,2,21,2,1,0,1,0,1,0,0,0,
3443,タフィー,たふぃー,191,519391,412,188,219,398,236,133,15883,5012,158,38,283482,169237,2,23,2,1,0,1,0,1,0,0,0,
3444,ウォッチャー,うぉっちゃー,153,321938,134,143,73,112,191,69,1829,203,385,38,151291,74920,0,28,0,1,0,1,0,1,0,0,0,
3445,パワフルAスケルトン,ぱわふるAすけるとん,160,151234,120,60,30,1,250,1,2864,1,32,9,0,0,1,69,7,0,0,1,0,1,0,0,0,
3446,パワフルスケルトン,ぱわふるすけるとん,160,299954,150,60,256,1,90,1,3811,1,49,41,0,0,1,69,7,0,0,1,0,1,0,0,0,1431(6)
3447,パワフルSスケルトン,ぱわふるSすけるとん,160,250910,299,90,110,1,90,1,4821,1,109,20,0,0,1,69,7,0,0,1,0,1,0,0,0,
3448,パワフルアムダライス,ぱわふるあむだらいす,165,5150000,255,39,90,169,166,20,5490,4000,30,40,0,0,2,89,7,1,0,1,0,1,0,0,0,
3449,改造アムダライス,かいぞうあむだらいす,165,666666,255,39,90,169,166,20,3290,1900,30,40,0,0,2,89,7,0,0,1,0,1,0,0,0,
3450,ビジョウ,びじょう,177,10000000,190,55,189,256,249,97,5555,2611,111,42,1000000,500000,1,29,7,1,1,1,0,1,0,0,0,
3451,不死の軍団兵,ふしのぐんだんへい,108,8842,74,14,15,42,56,73,1050,274,5,5,4964,3215,1,89,7,1,0,1,0,1,0,0,0,
3452,ゾンビガード,ぞんびがーど,145,124000,138,75,200,43,120,20,897,347,200,35,6887,4809,1,89,1,0,0,1,0,1,0,0,0,
3454,怪しい侵入者,あやしいしんにゅうしゃ,103,2106,36,10,32,22,8,5,353,178,49,0,1963,2001,1,47,7,0,0,1,0,1,0,0,0,1791(?)
3455,とても高級なお皿,とてもこうきゅうなおさら,1,1,0,0,0,0,0,0,1,1,100,99,0,0,0,20,0,0,0,0,0,0,0,0,0,
3456,サンドバッグマン(火4),さんどばっぐまん(ひ4),1,1000000,0,0,0,0,0,0,0,0,0,0,0,0,1,83,0,1,0,0,0,0,0,0,1,
3457,サンドバッグマン(風4),さんどばっぐまん(かぜ4),1,1000000,0,0,0,0,0,0,0,0,0,0,0,0,1,84,0,1,0,0,0,0,0,0,1,
3458,サンドバッグマン(毒4),さんどばっぐまん(どく4),1,1000000,0,0,0,0,0,0,0,0,0,0,0,0,1,85,0,1,0,0,0,0,0,0,1,
3459,サンドバッグマン(聖4),さんどばっぐまん(せい4),1,1000000,0,0,0,0,0,0,0,0,0,0,0,0,1,86,0,1,0,0,0,0,0,0,1,
3460,サンドバッグマン(闇4),さんどばっぐまん(やみ4),1,1000000,0,0,0,0,0,0,0,0,0,0,0,0,1,87,0,1,0,0,0,0,0,0,1,
3461,サンドバッグマン(念4),さんどばっぐまん(ねん4),1,1000000,0,0,0,0,0,0,0,0,0,0,0,0,1,88,0,1,0,0,0,0,0,0,1,
3462,サンドバッグマン(不死4),さんどばっぐまん(ふし4),1,1000000,0,0,0,0,0,0,0,0,0,0,0,0,1,89,0,1,0,0,0,0,0,0,1,
3463,サンドバッグマン(無1),さんどばっぐまん(む1),1,1000000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,7,1,0,0,0,0,0,0,1,
3464,サンドバッグマン(念1),さんどばっぐまん(ねん1),1,1000000,0,0,0,0,0,0,0,0,0,0,0,0,1,28,7,1,0,0,0,0,0,0,1,
3473,S・J・アーネストウルフ,S・J・あーねすとうるふ,160,30000000,100000,1,1000,1,1,1,15000,15000,1,1,196453,109040,2,89,7,1,1,1,0,1,0,0,0,
3474,不滅の呪われた騎士,ふめつののろわれたきし,159,289744,181,121,78,87,181,54,6891,1937,144,45,136161,67428,2,23,0,0,0,1,0,1,0,0,0,
3475,不滅のウィンドゴースト,ふめつのうぃんどごーすと,151,257550,124,58,59,112,172,43,2381,5978,123,69,121032,59936,1,24,6,0,0,1,0,1,0,0,0,
3476,不死のゾンビ,ふしのぞんび,150,105694,141,1,160,0,40,0,3446,3669,188,28,10546,5222,1,29,7,0,0,1,0,1,0,0,0,
3477,不死の要塞兵,ふしのようへいへい,150,305694,165,60,95,105,70,50,3446,1546,150,83,18591,12888,1,49,6,0,0,1,0,1,0,0,0,
3478,不死のゾンビスローター,ふしのぞんびすろーたー,150,173332,150,20,105,16,50,27,3720,1792,129,58,15464,7305,1,49,7,0,0,1,0,1,0,0,0,
3479,不死のゾンビマスター,ふしのぞんびますたー,150,125694,73,1,64,65,35,64,3946,430,104,61,12544,5888,1,29,7,0,0,1,0,1,0,0,0,
3480,不死のラギッドゾンビ,ふしのらぎっどぞんび,150,83050,117,16,93,81,79,33,2731,1,123,50,13179,6279,1,29,7,0,0,1,0,1,0,0,0,
3481,不死の悪夢の影,ふしのあくむのかげ,150,153301,102,51,102,100,87,51,3446,1498,34,34,14059,13590,1,29,6,0,0,1,0,1,0,0,0,
3482,不死の怒りの影,ふしのいかりのかげ,150,152231,102,51,102,100,87,51,3446,1498,34,34,14059,13590,1,29,6,0,0,1,0,1,0,0,0,
3483,不死の呪いの影,ふしののろいのかげ,150,160303,102,51,102,100,87,51,3446,148,34,34,14059,13590,1,29,6,0,0,1,0,1,0,0,0,
3485,不死のラギッドゾンビ(取巻き),ふしのらぎっどぞんび(とりまき),150,83050,117,16,93,81,79,33,2231,1,123,50,0,0,1,29,7,0,0,1,0,1,0,0,0,
3487,不死の軍団班長,ふしのぐんだんはんちょう,112,19474,112,16,72,57,54,77,890,299,15,15,10934,7081,1,89,7,1,0,1,0,1,0,0,0,
3488,不死の軍団分隊長,ふしのぐんだんぶんたいちょう,116,37564,134,18,70,77,52,80,748,345,25,25,21092,13659,1,89,7,1,0,1,0,1,0,0,0,
3489,不死の軍団兵士長,ふしのぐんだんへいしちょう,120,74924,156,20,130,96,50,50,696,390,35,35,42069,27244,1,89,7,1,0,1,0,1,0,0,0,
3490,不死の軍団司令官,ふしのぐんだんしれいかん,160,961774,170,80,100,85,160,90,2570,1050,200,120,420690,272440,2,89,6,1,0,1,0,1,0,0,0,
3493,システムメッセージ2,しすてむめっせーじ2,160,200300,53,33,103,235,133,103,1703,950,178,93,0,0,2,27,0,0,0,1,0,0,0,0,1,1016(1)/1028(1)
3495,エッグリン,えっぐりん,1,20,3,1,1,0,6,4,1,1,2,4,1,1,1,22,3,0,0,0,0,0,0,0,1,1625(3)
3496,リーフルナティック,りーふるなてぃっく,3,80,7,1,2,0,8,4,4,1,16,0,5,2,0,60,2,0,0,0,0,0,0,0,0,
3497,グラスファブル,ぐらすふぁぶる,1,30,5,1,5,5,12,5,2,3,10,0,2,1,0,22,4,0,0,0,0,0,0,0,0,
3498,ワイルドホーネット,わいるどほーねっと,11,88,11,15,3,4,6,5,10,3,7,1,8,4,0,24,4,0,0,0,0,0,0,0,0,
3499,スウィートフロッグ,すうぃーとふろっぐ,14,140,12,6,4,0,14,9,4,4,12,5,6,3,1,21,5,0,0,0,0,0,0,0,0,
3500,ハンターウルフ,はんたーうるふ,17,113,12,10,9,5,21,8,7,10,15,3,10,5,0,23,2,0,0,0,0,0,0,0,0,
3501,トランススポア,とらんすすぽあ,18,203,13,4,9,0,11,0,7,7,10,9,15,7,1,21,3,0,0,0,0,0,0,0,0,
3502,偵察バジルリスク,ていさつばじるりすく,10,150,10,5,10,1,12,1,10,5,18,10,10,5,1,22,2,0,0,1,0,0,0,0,0,
3503,突撃赤バジルリスク,とつげきあかばじるりすく,61,15381,44,29,22,2,53,24,591,644,45,83,6152,3691,1,42,2,0,0,1,0,0,0,0,0,
3504,突撃緑バジルリスク,とつげきみどりばじるりすく,103,34293,86,50,39,4,91,42,1117,1218,85,41,13717,8230,1,42,2,0,0,1,0,0,0,0,0,
3505,ビッグエッグリン,びっぐえっぐりん,30,142480,68,12,12,12,68,57,82,82,63,4,56992,34195,1,62,3,1,1,0,0,1,0,0,0,
3506,ジャングルマンドラゴラ,じゃんぐるまんどらごら,58,11938,49,12,20,20,41,20,613,492,37,24,4775,2365,1,62,3,0,0,1,0,0,0,0,0,1100(2)
3507,フルーツポムスパイダー,ふるーつぽむすぱいだー,101,28300,106,58,121,60,142,70,758,172,160,50,11320,6792,1,62,4,0,0,1,0,0,0,0,0,
3508,エッグリン(取巻き),えっぐりん(とりまき),1,20,3,1,1,0,6,4,1,1,2,4,0,0,1,22,3,0,0,0,0,0,0,0,1,
3510,神殿警備兵,しんでんけいびへい,65,4000,50,10,50,1,40,30,230,1,100,20,2023,1505,1,40,7,0,0,1,0,0,0,0,0,
3511,興奮した信者,こうふんしたしんじゃ,68,3000,64,5,20,15,30,12,500,30,8,8,2007,1675,1,40,7,0,0,1,0,0,0,0,1,
3512,過激な信者,かげきなしんじゃ,65,3000,72,20,35,10,5,20,700,1,45,35,2040,1600,1,40,7,0,0,1,0,0,0,0,0,1473(6)
3513,豹変した犬,ひょうへんしたいいぬ,65,3000,80,30,50,5,30,10,600,2,20,10,2201,1704,1,43,2,0,0,1,0,1,0,0,1,
3514,大神官,だいしんかん,75,20000,57,20,65,78,37,27,400,50,90,30,20000,10000,1,60,7,1,0,1,0,1,0,0,0,
3515,冷え切った心,ひえきったこころ,70,1012,99,1,1,1,50,1,287,1,2,10,0,0,0,41,0,0,0,1,0,0,0,0,0,
3516,ルーミン,るーみん,80,30000,36,48,50,85,64,25,350,160,40,45,40000,20000,1,61,7,1,0,1,0,1,0,0,0,
3518,妄信の神殿警備兵,もうしんのしんだんけいびへい,100,10000,106,30,61,53,103,80,990,158,98,47,3205,2850,1,40,7,0,0,1,0,0,0,0,0,
3519,妄信の信徒,もうしんのしと,100,10000,110,22,65,58,105,63,1027,178,105,50,3413,2942,1,40,7,0,0,1,0,0,0,0,0,
3520,心酔の信徒,しんすいのしと,100,10000,113,15,66,20,65,20,1046,280,130,60,3568,3001,1,40,7,0,0,1,0,0,0,0,0,
3521,豹変した狂犬,ひょうへんしたきょうけん,100,10000,140,30,95,45,65,20,1120,280,130,60,3683,3134,1,43,2,0,0,1,0,1,0,0,0,
3522,憤怒の大神官,ふんどのだいしんかん,105,100000,64,24,70,110,93,40,1234,300,150,80,75000,37500,1,60,7,1,0,1,0,1,0,0,0,
3523,凍りついた心,こおりついたこころ,100,5000,120,1,1,1,80,1,540,40,2,10,0,0,0,41,0,0,0,1,0,0,0,0,1,
3524,呪縛のルーミン,じゅばくのるーみん,110,175000,69,51,75,130,110,42,840,160,120,100,100000,50000,1,60,7,1,0,1,0,1,0,0,0,
3525,破壊の氷の巨人,はかいのこおりのきょじん,90,105000,70,25,50,1,45,30,1000,60,50,20,0,0,2,41,0,0,0,0,0,0,0,0,0,
3526,クトルラナックスの幻影,くとるらなっくすのげんえい,120,1000000,45,50,89,64,125,60,1000,300,95,95,200000,200000,2,61,0,1,0,1,0,1,0,0,0,
3529,ミニオン(初級)(カーリッツバーグ),みにおん(かーりっつばーぐ)(しょきゅう),10,832,3,5,2,1,5,5,19,3,0,0,60,25,0,22,6,0,0,1,0,1,0,0,0,
3530,ミニオン(初級)(苦痛のロイヤルナイト),みにおん(くつうのろいやるないと)(しょきゅう),10,790,4,5,2,1,5,7,18,4,0,8,45,21,0,22,6,0,0,1,0,1,0,0,0,
3531,ミニオン(初級)(深淵の騎士),みにおん(しんえんのきし)(しょきゅう),10,1800,4,6,3,5,6,3,26,6,0,5,356,189,0,29,6,0,0,1,0,1,0,0,0,
3532,ミニオン(初級)(ダークイリュージョン),みにおん(だーくいりゅーじょん)(しょきゅう),10,1294,10,6,3,0,6,0,25,5,0,0,94,75,0,43,6,0,0,1,0,1,0,0,0,
3533,ミニオン(初級)(ビホルダーマスター),みにおん(びほるだーますたー)(しょきゅう),10,500,6,6,4,0,7,2,34,6,0,0,408,370,0,41,6,0,0,1,0,0,0,1,0,
3534,ゲートキーパー(初級),げーときーぱー(しょきゅう),10,5000,18,4,7,0,12,0,75,12,10,7,101,39,2,22,6,1,0,1,0,0,0,0,0,
3535,真化エレメス(初級),しんかえれめす(しょきゅう),10,8000,7,7,1,5,3,5,21,11,1,2,20000,10000,1,45,6,1,0,1,0,1,0,0,0,1257(3)
3536,真化ハワード(初級),しんかはわーど(しょきゅう),10,11000,12,5,7,3,8,3,33,4,3,1,20000,10000,1,41,6,1,0,1,0,1,0,0,0,
3537,真化カトリーヌ(初級),しんかかとりーぬ(しょきゅう),10,6000,2,1,1,5,5,2,15,38,0,4,20000,10000,1,28,6,1,0,1,0,1,0,0,0,
3538,真化マーガレッタ(初級),しんかまーがれった(しょきゅう),10,9000,4,2,6,5,3,9,19,12,2,3,20000,10000,1,26,6,1,0,1,0,1,0,0,0,
3540,リトルフローズンウルフ(1),りとるふろーずんうるふ(1),164,403123,295,175,117,295,270,156,6121,1400,133,12,210121,123091,0,21,2,1,0,1,0,1,0,0,0,
3541,リトルフローズンウルフ(2),りとるふろーずんうるふ(2),164,403123,295,175,117,295,270,156,6121,1400,133,5,0,0,0,21,2,1,0,1,0,1,0,0,0,
3542,ミニオン(中級)(カーリッツバーグ),みにおん(かーりっつばーぐ)(ちゅうきゅう),90,8927,42,26,30,55,76,5,227,61,80,10,1068,571,0,89,6,0,0,1,0,0,0,0,0,
3543,ミニオン(中級)(苦痛のロイヤルナイト),みにおん(くつうのろいやるないと)(ちゅうきゅう),90,9335,90,68,55,32,71,27,453,96,49,15,4310,3900,0,47,6,0,0,1,0,0,0,0,0,1466(5)/1604(5)
3544,ミニオン(中級)(深淵の騎士),みにおん(しんえんのきし)(ちゅうきゅう),90,19546,90,29,51,43,40,3,666,1,111,38,9252,4612,0,49,6,0,0,1,0,0,0,0,0,
3545,ミニオン(中級)(ダークイリュージョン),みにおん(だーくいりゅーじょん)(ちゅうきゅう),90,14008,62,27,25,55,42,20,82,111,64,51,7502,3502,0,64,6,0,0,1,0,0,0,0,0,
3546,ミニオン(中級)(ビホルダーマスター),みにおん(びほるだーますたー)(ちゅうきゅう),90,18574,81,40,64,56,18,23,834,1,85,35,9535,5112,0,69,6,0,0,1,0,0,0,1,0,
3547,ゲートキーパー(中級),げーときーぱー(ちゅうきゅう),90,32029,67,47,48,1,31,5,945,21,355,5,5887,11,2,80,6,1,0,1,0,0,0,0,0,
3548,真化エレメス(中級),しんかえれめす(ちゅうきゅう),90,103901,35,81,26,24,32,24,321,115,26,12,200000,100000,1,65,6,1,0,1,0,1,0,0,0,
3549,真化ハワード(中級),しんかはわーど(ちゅうきゅう),90,201034,62,53,89,16,90,10,421,44,123,9,200000,100000,1,61,6,1,0,1,0,1,0,0,0,
3550,真化カトリーヌ(中級),しんかかとりーぬ(ちゅうきゅう),90,123901,20,14,24,67,50,17,145,450,31,35,200000,100000,1,48,6,1,0,1,0,1,0,0,0,1132(2)
3551,真化マーガレッタ(中級),しんかまーがれった(ちゅうきゅう),90,152030,13,24,71,36,43,20,291,112,72,22,200000,100000,1,46,6,1,0,1,0,1,0,0,0,
3553,リトルタフィー(1),りとるたふぃー(1),166,415517,344,160,194,319,205,113,7311,1832,140,12,232911,138102,0,23,2,1,0,1,0,1,0,0,0,
3554,リトルタフィー(2),りとるたふぃー(2),166,415517,344,160,194,319,205,113,7311,1832,140,5,0,0,0,23,2,1,0,1,0,1,0,0,0,
3555,ミニオン(上級)(カーリッツバーグ),みにおん(かーりっつばーぐ)(じょうきゅう),130,175242,72,75,40,50,79,48,573,593,100,9,20000,0,0,63,6,0,0,1,0,0,0,0,0,
3556,ミニオン(上級)(苦痛のロイヤルナイト),みにおん(くつうのろいやるないと)(じょうきゅう),130,204968,120,16,66,41,89,26,1968,389,84,21,40000,0,0,67,6,0,0,1,0,0,0,0,0,
3557,ミニオン(上級)(深淵の騎士),みにおん(しんえんのきし)(じょうきゅう),130,328120,101,76,110,176,182,170,2058,296,159,20,40000,0,0,63,6,0,0,1,0,0,0,0,0,
3558,ミニオン(上級)(ダークイリュージョン),みにおん(だーくいりゅーじょん)(じょうきゅう),130,19014,67,63,35,99,88,61,126,402,72,41,70000,0,0,80,6,0,0,1,0,0,0,0,0,
